103,2:9,ءَامَنُوا,"believe[d],"
104,2:9,وَمَا,and not
105,2:9,يَخْدَعُونَ,they deceive
106,2:9,إِلَّا,except
107,2:9,أَنْفُسَهُمْ,"themselves,"
108,2:9,وَمَا,and not
109,2:9,يَشْعُرُونَ,they realize (it).
110,2:10,فِي,In
111,2:10,قُلُوبِهِمْ,their hearts
112,2:10,مَرَضٌ,"(is) a disease,"
113,2:10,فَزَادَهُمُ,so has increased them
114,2:10,اللَّهُ,Allah
115,2:10,مَرَضًا,(in) disease;
116,2:10,وَلَهُمْ,and for them
117,2:10,عَذَابٌ,(is) a punishment
118,2:10,أَلِيمٌ,painful
119,2:10,بِمَا,because
120,2:10,كَانُوا,they used to
121,2:10,يَكْذِبُونَ,[they] lie.
122,2:11,وَإِذَا,And when
123,2:11,قِيلَ,it is said
124,2:11,لَهُمْ,"to them,"
125,2:11,لَا,"""(Do) not"
126,2:11,تُفْسِدُوا,spread corruption
127,2:11,فِي,in
128,2:11,الْأَرْضِ,"the earth,"""
129,2:11,قَالُوا,"they say,"
130,2:11,إِنَّمَا,"""Only"
131,2:11,نَحْنُ,we
132,2:11,مُصْلِحُونَ,"(are) reformers."""
133,2:12,أَلَا,"Beware,"
134,2:12,إِنَّهُمْ,indeed they
135,2:12,هُمُ,themselves
136,2:12,الْمُفْسِدُونَ,"(are) the ones who spread corruption,"
137,2:12,وَلَكِنْ,[and] but
138,2:12,لَا,not
139,2:12,يَشْعُرُونَ,they realize (it).
140,2:13,وَإِذَا,And when
141,2:13,قِيلَ,it is said
142,2:13,لَهُمْ,"to them,"
143,2:13,ءَامِنُوا,"""Believe"
144,2:13,كَمَا,as
145,2:13,ءَامَنَ,believed
146,2:13,النَّاسُ,"the people,"""
147,2:13,قَالُوا,"they say,"
148,2:13,أَنُؤْمِنُ,"""Should we believe"
149,2:13,كَمَا,as
150,2:13,ءَامَنَ,believed
151,2:13,السُّفَهَاءُ,"the fools?"""
152,2:13,أَلَا,"Beware,"
153,2:13,إِنَّهُمْ,certainly they
154,2:13,هُمُ,themselves
155,2:13,السُّفَهَاءُ,(are) the fools
156,2:13,وَلَكِنْ,[and] but
157,2:13,لَا,not
158,2:13,يَعْلَمُونَ,they know.
159,2:14,وَإِذَا,And when
160,2:14,لَقُوا,they meet
161,2:14,الَّذِينَ,those who
162,2:14,ءَامَنُوا,"believe[d],"
163,2:14,قَالُوا,"they say,"
164,2:14,ءَامَنَّا,"""We believe[d]."""
165,2:14,وَإِذَا,But when
166,2:14,خَلَوْا,they are alone
167,2:14,إِلَى,with
168,2:14,شَيَاطِينِهِمْ,"their evil ones,"
169,2:14,قَالُوا,"they say,"
170,2:14,إِنَّا,"""Indeed, we"
171,2:14,مَعَكُمْ,"(are) with you,"
172,2:14,إِنَّمَا,only
173,2:14,نَحْنُ,we
174,2:14,مُسْتَهْزِءُونَ,"(are) mockers."""
175,2:15,اللَّهُ,Allah
176,2:15,يَسْتَهْزِئُ,mocks
177,2:15,بِهِمْ,"at them,"
178,2:15,وَيَمُدُّهُمْ,and prolongs them
179,2:15,فِي,in
180,2:15,طُغْيَانِهِمْ,"their transgression,"
181,2:15,يَعْمَهُونَ,they wander blindly.
182,2:16,أُولَئِكَ,Those
183,2:16,الَّذِينَ,(are) the ones who
184,2:16,اشْتَرَوُا,bought
185,2:16,الضَّلَالَةَ,[the] astraying
186,2:16,بِالْهُدَى,for [the] guidance.
187,2:16,فَمَا,So not
188,2:16,رَبِحَتْ,profited
189,2:16,تِجَارَتُهُمْ,their commerce
190,2:16,وَمَا,and not
191,2:16,كَانُوا,were they
192,2:16,مُهْتَدِينَ,guided-ones.
193,2:17,مَثَلُهُمْ,Their example
194,2:17,كَمَثَلِ,(is) like (the) example
195,2:17,الَّذِي,(of) the one who
196,2:17,اسْتَوْقَدَ,kindled
197,2:17,نَارًا,"a fire,"
198,2:17,فَلَمَّا,"then, when"
199,2:17,أَضَاءَتْ,it illuminated
200,2:17,مَا,what
201,2:17,حَوْلَهُ,(was) around him
202,2:17,ذَهَبَ,took away
203,2:17,اللَّهُ,Allah
204,2:17,بِنُورِهِمْ,their light
205,2:17,وَتَرَكَهُمْ,and left them
206,2:17,فِي,in
207,2:17,ظُلُمَاتٍ,"darkness[es],"
208,2:17,لَا,(so) not
209,2:17,يُبْصِرُونَ,(do) they see.
210,2:18,صُمٌّ,"Deaf,"
211,2:18,بُكْمٌ,"dumb,"
212,2:18,عُمْيٌ,"blind,"
213,2:18,فَهُمْ,so they
214,2:18,لَا,not
215,2:18,يَرْجِعُونَ,[they] will not return.
216,2:19,أَوْ,Or
217,2:19,كَصَيِّبٍ,like a rainstorm
218,2:19,مِنَ,from
219,2:19,السَّمَاءِ,the sky
220,2:19,فِيهِ,in it (are)
221,2:19,ظُلُمَاتٌ,"darkness[es],"
222,2:19,وَرَعْدٌ,"and thunder,"
223,2:19,وَبَرْقٌ,and lightning.
224,2:19,يَجْعَلُونَ,They put
225,2:19,أَصَابِعَهُمْ,their fingers
226,2:19,فِي,in
227,2:19,ءَاذَانِهِمْ,their ears
228,2:19,مِنَ,from
229,2:19,الصَّوَاعِقِ,the thunderclaps
230,2:19,حَذَرَ,(in) fear (of)
231,2:19,الْمَوْتِ,[the] death.
232,2:19,وَاللَّهُ,And Allah
233,2:19,مُحِيطٌ,(is) [the One Who] encompasses
234,2:19,بِالْكَافِرِينَ,the disbelievers.
235,2:20,يَكَادُ,Almost
236,2:20,الْبَرْقُ,the lightning
237,2:20,يَخْطَفُ,snatches away
238,2:20,أَبْصَارَهُمْ,their sight.
239,2:20,كُلَّمَا,Whenever
240,2:20,أَضَاءَ,it flashes
241,2:20,لَهُمْ,for them
242,2:20,مَشَوْا,they walk
243,2:20,فِيهِ,"in it,"
244,2:20,وَإِذَا,and when
245,2:20,أَظْلَمَ,it darkens
246,2:20,عَلَيْهِمْ,on them
247,2:20,قَامُوا,they stand (still).
248,2:20,وَلَوْ,And if
249,2:20,شَاءَ,had willed
250,2:20,اللَّهُ,"Allah,"
251,2:20,لَذَهَبَ,He would certainly have taken away
252,2:20,بِسَمْعِهِمْ,"their hearing,"
253,2:20,وَأَبْصَارِهِمْ,and their sight.
254,2:20,إِنَّ,"Indeed,"
255,2:20,اللَّهَ,Allah
256,2:20,عَلَى,(is) on
257,2:20,كُلِّ,every
258,2:20,شَيْءٍ,thing
259,2:20,قَدِيرٌ,All-Powerful.
260,2:21,يَاأَيُّهَا,O
261,2:21,النَّاسُ,mankind!
262,2:21,اعْبُدُوا,worship
263,2:21,رَبَّكُمُ,"your Lord,"
264,2:21,الَّذِي,the One Who
265,2:21,خَلَقَكُمْ,created you
266,2:21,وَالَّذِينَ,and those
267,2:21,مِنْ,from
268,2:21,قَبْلِكُمْ,"before you,"
269,2:21,لَعَلَّكُمْ,so that you may
270,2:21,تَتَّقُونَ,become righteous.
271,2:22,الَّذِي,The One Who
272,2:22,جَعَلَ,made
273,2:22,لَكُمُ,for you
274,2:22,الْأَرْضَ,the earth
275,2:22,فِرَاشًا,a resting place
276,2:22,وَالسَّمَاءَ,and the sky
277,2:22,بِنَاءً,"a canopy,"
278,2:22,وَأَنْزَلَ,and sent down
279,2:22,مِنَ,from
280,2:22,السَّمَاءِ,the sky
281,2:22,مَاءً,"water,"
282,2:22,فَأَخْرَجَ,then brought forth
283,2:22,بِهِ,therewith
284,2:22,مِنَ,[of]
285,2:22,الثَّمَرَاتِ,the fruits
286,2:22,رِزْقًا,(as) provision
287,2:22,لَكُمْ,for you.
288,2:22,فَلَا,So (do) not
289,2:22,تَجْعَلُوا,set up
290,2:22,لِلَّهِ,to Allah
291,2:22,أَنْدَادًا,rivals
292,2:22,وَأَنْتُمْ,while you
293,2:22,تَعْلَمُونَ,[you] know.
294,2:23,وَإِنْ,And if
295,2:23,كُنْتُمْ,you are
296,2:23,فِي,in
297,2:23,رَيْبٍ,doubt
298,2:23,مِمَّا,about what
299,2:23,نَزَّلْنَا,We have revealed
300,2:23,عَلَى,to
301,2:23,عَبْدِنَا,"Our slave,"
302,2:23,فَأْتُوا,then produce
303,2:23,بِسُورَةٍ,a chapter
304,2:23,مِنْ,[of]
305,2:23,مِثْلِهِ,like it
306,2:23,وَادْعُوا,and call
307,2:23,شُهَدَاءَكُمْ,your witnesses
308,2:23,مِنْ,from
309,2:23,دُونِ,other than
310,2:23,اللَّهِ,Allah
311,2:23,إِنْ,if
312,2:23,كُنْتُمْ,you are
313,2:23,صَادِقِينَ,truthful.
314,2:24,فَإِنْ,But if
315,2:24,لَمْ,not
316,2:24,تَفْعَلُوا,"you do,"
317,2:24,وَلَنْ,and never
318,2:24,تَفْعَلُوا,"will you do,"
319,2:24,فَاتَّقُوا,then fear
320,2:24,النَّارَ,the Fire
321,2:24,الَّتِي,whose
322,2:24,وَقُودُهَا,[its] fuel
323,2:24,النَّاسُ,(is) [the] men
324,2:24,وَالْحِجَارَةُ,"and [the] stones,"
325,2:24,أُعِدَّتْ,prepared
326,2:24,لِلْكَافِرِينَ,for the disbelievers.
327,2:25,وَبَشِّرِ,And give good news
328,2:25,الَّذِينَ,(to) those who
329,2:25,ءَامَنُوا,"believe,"
330,2:25,وَعَمِلُوا,and do
331,2:25,الصَّالِحَاتِ,"[the] righteous deeds,"
332,2:25,أَنَّ,that
333,2:25,لَهُمْ,for them
334,2:25,جَنَّاتٍ,"(will be) Gardens,"
335,2:25,تَجْرِي,flow
336,2:25,مِنْ,[from]
337,2:25,تَحْتِهَا,under them
338,2:25,الْأَنْهَارُ,the rivers.
339,2:25,كُلَّمَا,Every time
340,2:25,رُزِقُوا,they are provided
341,2:25,مِنْهَا,therefrom
342,2:25,مِنْ,of
343,2:25,ثَمَرَةٍ,fruit
344,2:25,رِزْقًا,"(as) provision,"
345,2:25,قَالُوا,"they (will) say,"
346,2:25,هَذَا,"""This (is)"
347,2:25,الَّذِي,the one which
348,2:25,رُزِقْنَا,we were provided
349,2:25,مِنْ,from
350,2:25,قَبْلُ,"before."""
351,2:25,وَأُتُوا,And they will be given
352,2:25,بِهِ,therefrom
353,2:25,مُتَشَابِهًا,(things) in resemblance;
354,2:25,وَلَهُمْ,And for them
355,2:25,فِيهَا,therein
356,2:25,أَزْوَاجٌ,spouses
357,2:25,مُطَهَّرَةٌ,"purified,"
358,2:25,وَهُمْ,and they
359,2:25,فِيهَا,therein
360,2:25,خَالِدُونَ,(will) abide forever.
361,2:26,إِنَّ,"Indeed,"
362,2:26,اللَّهَ,Allah
363,2:26,لَا,(is) not
364,2:26,يَسْتَحْيِي,ashamed
365,2:26,أَنْ,to
366,2:26,يَضْرِبَ,set forth
367,2:26,مَثَلًا,an example
368,2:26,مَا,(like) even
369,2:26,بَعُوضَةً,(of) a mosquito
370,2:26,فَمَا,and (even) something
371,2:26,فَوْقَهَا,above it.
372,2:26,فَأَمَّا,Then as for
373,2:26,الَّذِينَ,those who
374,2:26,ءَامَنُوا,"believed,"
375,2:26,فَيَعْلَمُونَ,[thus] they will know
376,2:26,أَنَّهُ,that it
377,2:26,الْحَقُّ,(is) the truth
378,2:26,مِنْ,from
379,2:26,رَبِّهِمْ,their Lord.
380,2:26,وَأَمَّا,And as for
381,2:26,الَّذِينَ,those who
382,2:26,كَفَرُوا,disbelieved
383,2:26,فَيَقُولُونَ,[thus] they will say
384,2:26,مَاذَا,what
385,2:26,أَرَادَ,(did) intend
386,2:26,اللَّهُ,Allah
387,2:26,بِهَذَا,by this
388,2:26,مَثَلًا,example?
389,2:26,يُضِلُّ,He lets go astray
390,2:26,بِهِ,by it
391,2:26,كَثِيرًا,many
392,2:26,وَيَهْدِي,and He guides
393,2:26,بِهِ,by it
394,2:26,كَثِيرًا,many.
395,2:26,وَمَا,And not
396,2:26,يُضِلُّ,He lets go astray
397,2:26,بِهِ,by it
398,2:26,إِلَّا,except
399,2:26,الْفَاسِقِينَ,the defiantly disobedient.
400,2:27,الَّذِينَ,Those who
401,2:27,يَنْقُضُونَ,break
402,2:27,عَهْدَ,(the) Covenant
403,2:27,اللَّهِ,(of) Allah
404,2:27,مِنْ,from
405,2:27,بَعْدِ,after
406,2:27,مِيثَاقِهِ,"its ratification,"
407,2:27,وَيَقْطَعُونَ,and [they] cut
408,2:27,مَا,what
409,2:27,أَمَرَ,has ordered
410,2:27,اللَّهُ,Allah
411,2:27,بِهِ,it
412,2:27,أَنْ,to
413,2:27,يُوصَلَ,be joined
414,2:27,وَيُفْسِدُونَ,and [they] spread corruption
415,2:27,فِي,in
416,2:27,الْأَرْضِ,the earth.
417,2:27,أُولَئِكَ,"Those,"
418,2:27,هُمُ,they
419,2:27,الْخَاسِرُونَ,(are) the losers.
420,2:28,كَيْفَ,How
421,2:28,تَكْفُرُونَ,(can) you disbelieve
422,2:28,بِاللَّهِ,in Allah?
423,2:28,وَكُنْتُمْ,While you were
424,2:28,أَمْوَاتًا,dead
425,2:28,فَأَحْيَاكُمْ,then He gave you life;
426,2:28,ثُمَّ,then
427,2:28,يُمِيتُكُمْ,"He will cause you to die,"
428,2:28,ثُمَّ,then
429,2:28,يُحْيِيكُمْ,"He will give you life,"
430,2:28,ثُمَّ,then
431,2:28,إِلَيْهِ,to Him
432,2:28,تُرْجَعُونَ,you will be returned.
433,2:29,هُوَ,He
434,2:29,الَّذِي,(is) the One Who
435,2:29,خَلَقَ,created
436,2:29,لَكُمْ,for you
437,2:29,مَا,what
438,2:29,فِي,(is) in
439,2:29,الْأَرْضِ,"the earth,"
440,2:29,جَمِيعًا,all.
441,2:29,ثُمَّ,Moreover
442,2:29,اسْتَوَى,He turned
443,2:29,إِلَى,to
444,2:29,السَّمَاءِ,the heaven
445,2:29,فَسَوَّاهُنَّ,and fashioned them
446,2:29,سَبْعَ,seven
447,2:29,سَمَاوَاتٍ,heavens.
448,2:29,وَهُوَ,And He
449,2:29,بِكُلِّ,of every
450,2:29,شَيْءٍ,thing
451,2:29,عَلِيمٌ,(is) All-Knowing.
452,2:30,وَإِذْ,And when
453,2:30,قَالَ,said
454,2:30,رَبُّكَ,your Lord
455,2:30,لِلْمَلَائِكَةِ,"to the angels,"
456,2:30,إِنِّي,"""Indeed, I (am)"
457,2:30,جَاعِلٌ,going to place
458,2:30,فِي,in
459,2:30,الْأَرْضِ,the earth
460,2:30,خَلِيفَةً,"a vicegerent,"
461,2:30,قَالُوا,"they said,"
462,2:30,أَتَجْعَلُ,"""Will You place"
463,2:30,فِيهَا,in it
464,2:30,مَنْ,(one) who
465,2:30,يُفْسِدُ,will spread corruption
466,2:30,فِيهَا,in it
467,2:30,وَيَسْفِكُ,and will shed
468,2:30,الدِّمَاءَ,"[the] blood[s],"
469,2:30,وَنَحْنُ,"while we,"
470,2:30,نُسَبِّحُ,[we] glorify (You)
471,2:30,بِحَمْدِكَ,with Your praises
472,2:30,وَنُقَدِّسُ,and we sanctify
473,2:30,لَكَ,[to]
474,2:30,قَالَ,"He said,"
475,2:30,إِنِّي,"""Indeed,"
476,2:30,أَعْلَمُ,[I] know
477,2:30,مَا,what
478,2:30,لَا,not
479,2:30,تَعْلَمُونَ,"you know."""
480,2:31,وَعَلَّمَ,And He taught
481,2:31,ءَادَمَ,Adam
482,2:31,الْأَسْمَاءَ,the names -
483,2:31,كُلَّهَا,all of them.
484,2:31,ثُمَّ,Then
485,2:31,عَرَضَهُمْ,He displayed them
486,2:31,عَلَى,to
487,2:31,الْمَلَائِكَةِ,"the angels,"
488,2:31,فَقَالَ,"then He said,"
489,2:31,أَنْبِئُونِي,"""Inform"
490,2:31,بِأَسْمَاءِ,of (the) names
491,2:31,هَؤُلَاءِ,"(of) these,"
492,2:31,إِنْ,if
493,2:31,كُنْتُمْ,you are
494,2:31,صَادِقِينَ,"truthful."""
495,2:32,قَالُوا,"They said,"
496,2:32,سُبْحَانَكَ,"""Glory be to You!"
497,2:32,لَا,No
498,2:32,عِلْمَ,knowledge
499,2:32,لَنَا,(is) for us
500,2:32,إِلَّا,except
501,2:32,مَا,what
502,2:32,عَلَّمْتَنَا,You have taught us.
503,2:32,إِنَّكَ,Indeed You!
504,2:32,أَنْتَ,You
505,2:32,الْعَلِيمُ,"(are) the All-Knowing,"
506,2:32,الْحَكِيمُ,the All-Wise.
507,2:33,قَالَ,"He said,"
508,2:33,يَاءَادَمُ,"""O Adam!"
509,2:33,أَنْبِئْهُمْ,Inform them
510,2:33,بِأَسْمَائِهِمْ,"of their names."""
511,2:33,فَلَمَّا,And when
512,2:33,أَنْبَأَهُمْ,he had informed them
513,2:33,بِأَسْمَائِهِمْ,"of their names,"
514,2:33,قَالَ,"He said,"
515,2:33,أَلَمْ,"""Did not"
516,2:33,أَقُلْ,I say
517,2:33,لَكُمْ,"to you,"
518,2:33,إِنِّي,"Indeed, I"
519,2:33,أَعْلَمُ,[I] know
520,2:33,غَيْبَ,(the) unseen
521,2:33,السَّمَاوَاتِ,(of) the heavens
522,2:33,وَالْأَرْضِ,"and the earth,"
523,2:33,وَأَعْلَمُ,and I know
524,2:33,مَا,what
525,2:33,تُبْدُونَ,you reveal
526,2:33,وَمَا,and what
527,2:33,كُنْتُمْ,you [were]
528,2:33,تَكْتُمُونَ,"conceal."""
529,2:34,وَإِذْ,And when
530,2:34,قُلْنَا,We said
531,2:34,لِلْمَلَائِكَةِ,"to the angels,"
532,2:34,اسْجُدُوا,"""Prostrate"
533,2:34,لِءَادَمَ,"to Adam,"""
534,2:34,فَسَجَدُوا,[so] they prostrated
535,2:34,إِلَّا,except
536,2:34,إِبْلِيسَ,Iblees.
537,2:34,أَبَى,He refused
538,2:34,وَاسْتَكْبَرَ,and was arrogant
539,2:34,وَكَانَ,and became
540,2:34,مِنَ,of
541,2:34,الْكَافِرِينَ,the disbelievers.
542,2:35,وَقُلْنَا,"And We said,"
543,2:35,يَاءَادَمُ,"""O Adam!"
544,2:35,اسْكُنْ,Dwell
545,2:35,أَنْتَ,you
546,2:35,وَزَوْجُكَ,and your spouse
547,2:35,الْجَنَّةَ,"(in) Paradise,"
548,2:35,وَكُلَا,and [you both] eat
549,2:35,مِنْهَا,from it
550,2:35,رَغَدًا,freely
551,2:35,حَيْثُ,(from) wherever
552,2:35,شِئْتُمَا,you [both] wish.
553,2:35,وَلَا,But do not
554,2:35,تَقْرَبَا,[you two] approach
555,2:35,هَذِهِ,this
556,2:35,الشَّجَرَةَ,"[the] tree,"
557,2:35,فَتَكُونَا,lest you [both] be
558,2:35,مِنَ,of
559,2:35,الظَّالِمِينَ,"the wrongdoers."""
560,2:36,فَأَزَلَّهُمَا,Then made [both of] them slip
561,2:36,الشَّيْطَانُ,the Shaitaan
562,2:36,عَنْهَا,"from it,"
563,2:36,فَأَخْرَجَهُمَا,and he got [both of] them out
564,2:36,مِمَّا,from what
565,2:36,كَانَا,they [both] were
566,2:36,فِيهِ,in [it].
567,2:36,وَقُلْنَا,"And We said,"
568,2:36,اهْبِطُوا,"""Go down (all of you),"
569,2:36,بَعْضُكُمْ,some of you
570,2:36,لِبَعْضٍ,to others
571,2:36,عَدُوٌّ,(as) enemy;
572,2:36,وَلَكُمْ,and for you
573,2:36,فِي,in
574,2:36,الْأَرْضِ,the earth
575,2:36,مُسْتَقَرٌّ,(is) a dwelling place
576,2:36,وَمَتَاعٌ,and a provision
577,2:36,إِلَى,for
578,2:36,حِينٍ,"a period."""
579,2:37,فَتَلَقَّى,Then received
580,2:37,ءَادَمُ,Adam
581,2:37,مِنْ,from
582,2:37,رَبِّهِ,his Lord
583,2:37,كَلِمَاتٍ,"words,"
584,2:37,فَتَابَ,So (his Lord) turned
585,2:37,عَلَيْهِ,towards him.
586,2:37,إِنَّهُ,Indeed He!
587,2:37,هُوَ,He
588,2:37,التَّوَّابُ,"(is) the Oft-returning (to mercy),"
589,2:37,الرَّحِيمُ,the Most Merciful.
590,2:38,قُلْنَا,"We said,"
591,2:38,اهْبِطُوا,"""Go down"
592,2:38,مِنْهَا,from it
593,2:38,جَمِيعًا,"all (of you),"
594,2:38,فَإِمَّا,"and when,"
595,2:38,يَأْتِيَنَّكُمْ,comes to you
596,2:38,مِنِّي,from Me
597,2:38,هُدًى,"Guidance,"
598,2:38,فَمَنْ,then whoever
599,2:38,تَبِعَ,follows
600,2:38,هُدَايَ,"My Guidance,"
601,2:38,فَلَا,[then] no
602,2:38,خَوْفٌ,fear
603,2:38,عَلَيْهِمْ,(will be) on them
604,2:38,وَلَا,and not
605,2:38,هُمْ,they
606,2:38,يَحْزَنُونَ,will grieve.
607,2:39,وَالَّذِينَ,And those
608,2:39,كَفَرُوا,who disbelieve[d]
609,2:39,وَكَذَّبُوا,and deny
610,2:39,بِءَايَاتِنَا,"Our Signs,"
611,2:39,أُولَئِكَ,those
612,2:39,أَصْحَابُ,(are the) companions
613,2:39,النَّارِ,(of) the Fire;
614,2:39,هُمْ,they
615,2:39,فِيهَا,in it
616,2:39,خَالِدُونَ,"(will) abide forever."""
617,2:40,يَابَنِي,O Children
618,2:40,إِسْرَاءِيلَ,(of) Israel!
619,2:40,اذْكُرُوا,Remember
620,2:40,نِعْمَتِيَ,My Favor
621,2:40,الَّتِي,which
622,2:40,أَنْعَمْتُ,I bestowed
623,2:40,عَلَيْكُمْ,upon you
624,2:40,وَأَوْفُوا,"and fulfill,"
625,2:40,بِعَهْدِي,My Covenant
626,2:40,أُوفِ,I will fulfill
627,2:40,بِعَهْدِكُمْ,your covenant
628,2:40,وَإِيَّايَ,and Me Alone
629,2:40,فَارْهَبُونِ,fear [Me].
630,2:41,وَءَامِنُوا,And believe
631,2:41,بِمَا,in what
632,2:41,أَنْزَلْتُ,I have sent down
633,2:41,مُصَدِّقًا,confirming
634,2:41,لِمَا,that which
635,2:41,مَعَكُمْ,"(is) with you,"
636,2:41,وَلَا,and (do) not
637,2:41,تَكُونُوا,be
638,2:41,أَوَّلَ,(the) first
639,2:41,كَافِرٍ,disbeliever
640,2:41,بِهِ,of it.
641,2:41,وَلَا,And (do) not
642,2:41,تَشْتَرُوا,exchange
643,2:41,بِءَايَاتِي,My Signs (for)
644,2:41,ثَمَنًا,a price
645,2:41,قَلِيلًا,"small,"
646,2:41,وَإِيَّايَ,and Me Alone
647,2:41,فَاتَّقُونِ,fear [Me].
648,2:42,وَلَا,And (do) not
649,2:42,تَلْبِسُوا,mix
650,2:42,الْحَقَّ,the Truth
651,2:42,بِالْبَاطِلِ,with [the] falsehood
652,2:42,وَتَكْتُمُوا,and conceal
653,2:42,الْحَقَّ,the Truth
654,2:42,وَأَنْتُمْ,while you
655,2:42,تَعْلَمُونَ,[you] know.
656,2:43,وَأَقِيمُوا,And establish
657,2:43,الصَّلَوةَ,the prayer
658,2:43,وَءَاتُوا,and give
659,2:43,الزَّكَوةَ,zakah
660,2:43,وَارْكَعُوا,and bow down
661,2:43,مَعَ,with
662,2:43,الرَّاكِعِينَ,those who bow down.
663,2:44,أَتَأْمُرُونَ,Do you order
664,2:44,النَّاسَ,[the] people
665,2:44,بِالْبِرِّ,[the] righteousness
666,2:44,وَتَنْسَوْنَ,and you forget
667,2:44,أَنْفُسَكُمْ,"yourselves,"
668,2:44,وَأَنْتُمْ,while you
669,2:44,تَتْلُونَ,[you] recite
670,2:44,الْكِتَابَ,the Book?
671,2:44,أَفَلَا,"Then, will not"
672,2:44,تَعْقِلُونَ,you use reason?
673,2:45,وَاسْتَعِينُوا,And seek help
674,2:45,بِالصَّبْرِ,through patience
