33575,15:12,قُلُوبِ,(the) hearts
33576,15:12,الْمُجْرِمِينَ,(of) the criminals.
33577,15:13,لَا,Not
33578,15:13,يُؤْمِنُونَ,they believe
33579,15:13,بِهِ,"in it,"
33580,15:13,وَقَدْ,and verily
33581,15:13,خَلَتْ,have passed
33582,15:13,سُنَّةُ,the way(s)
33583,15:13,الْأَوَّلِينَ,(of) the former (people).
33584,15:14,وَلَوْ,And (even) if
33585,15:14,فَتَحْنَا,We opened
33586,15:14,عَلَيْهِمْ,to them
33587,15:14,بَابًا,a gate
33588,15:14,مِنَ,from
33589,15:14,السَّمَاءِ,"the heaven,"
33590,15:14,فَظَلُّوا,and they were to continue
33591,15:14,فِيهِ,therein
33592,15:14,يَعْرُجُونَ,"(to) ascend,"
33593,15:15,لَقَالُوا,They would surely say
33594,15:15,إِنَّمَا,"""Only"
33595,15:15,سُكِّرَتْ,have been dazzled
33596,15:15,أَبْصَارُنَا,our eyes.
33597,15:15,بَلْ,"Nay,"
33598,15:15,نَحْنُ,we
33599,15:15,قَوْمٌ,(are) a people
33600,15:15,مَسْحُورُونَ,"bewitched."""
33601,15:16,وَلَقَدْ,And verily
33602,15:16,جَعَلْنَا,We have placed
33603,15:16,فِي,in
33604,15:16,السَّمَاءِ,the heavens
33605,15:16,بُرُوجًا,constellations
33606,15:16,وَزَيَّنَّاهَا,and We have beautified it
33607,15:16,لِلنَّاظِرِينَ,for the observers.
33608,15:17,وَحَفِظْنَاهَا,And We have protected it
33609,15:17,مِنْ,from
33610,15:17,كُلِّ,every
33611,15:17,شَيْطَانٍ,devil
33612,15:17,رَجِيمٍ,accursed.
33613,15:18,إِلَّا,Except
33614,15:18,مَنِ,(one) who
33615,15:18,اسْتَرَقَ,steals
33616,15:18,السَّمْعَ,"the hearing,"
33617,15:18,فَأَتْبَعَهُ,then follows him
33618,15:18,شِهَابٌ,a burning flame
33619,15:18,مُبِينٌ,clear.
33620,15:19,وَالْأَرْضَ,"And the earth,"
33621,15:19,مَدَدْنَاهَا,We have spread it
33622,15:19,وَأَلْقَيْنَا,and [We] cast
33623,15:19,فِيهَا,therein
33624,15:19,رَوَاسِيَ,firm mountains
33625,15:19,وَأَنْبَتْنَا,and [We] caused to grow
33626,15:19,فِيهَا,therein
33627,15:19,مِنْ,of
33628,15:19,كُلِّ,every
33629,15:19,شَيْءٍ,thing
33630,15:19,مَوْزُونٍ,well-balanced.
33631,15:20,وَجَعَلْنَا,And We have made
33632,15:20,لَكُمْ,for you
33633,15:20,فِيهَا,therein
33634,15:20,مَعَايِشَ,means of living
33635,15:20,وَمَنْ,and whom
33636,15:20,لَسْتُمْ,you are not
33637,15:20,لَهُ,for him
33638,15:20,بِرَازِقِينَ,providers.
33639,15:21,وَإِنْ,And not
33640,15:21,مِنْ,(is) any
33641,15:21,شَيْءٍ,thing
33642,15:21,إِلَّا,but
33643,15:21,عِنْدَنَا,with Us
33644,15:21,خَزَائِنُهُ,"(are) its treasures,"
33645,15:21,وَمَا,and not
33646,15:21,نُنَزِّلُهُ,We send it down
33647,15:21,إِلَّا,except
33648,15:21,بِقَدَرٍ,in a measure
33649,15:21,مَعْلُومٍ,known.
33650,15:22,وَأَرْسَلْنَا,And We have sent
33651,15:22,الرِّيَاحَ,the winds
33652,15:22,لَوَاقِحَ,"fertilizing,"
33653,15:22,فَأَنْزَلْنَا,and We sent down
33654,15:22,مِنَ,from
33655,15:22,السَّمَاءِ,the sky
33656,15:22,مَاءً,"water,"
33657,15:22,فَأَسْقَيْنَاكُمُوهُ,and We gave it to you to drink.
33658,15:22,وَمَا,And not
33659,15:22,أَنْتُمْ,you
33660,15:22,لَهُ,of it
33661,15:22,بِخَازِنِينَ,(are) retainers.
33662,15:23,وَإِنَّا,"And indeed, We,"
33663,15:23,لَنَحْنُ,surely [We]
33664,15:23,نُحْيِي,We give life
33665,15:23,وَنُمِيتُ,"and We cause death,"
33666,15:23,وَنَحْنُ,and We
33667,15:23,الْوَارِثُونَ,(are) the Inheritors.
33668,15:24,وَلَقَدْ,And verily
33669,15:24,عَلِمْنَا,We know
33670,15:24,الْمُسْتَقْدِمِينَ,the preceding ones
33671,15:24,مِنْكُمْ,among you
33672,15:24,وَلَقَدْ,"and verily,"
33673,15:24,عَلِمْنَا,We know
33674,15:24,الْمُسْتَءْخِرِينَ,the later ones.
33675,15:25,وَإِنَّ,"And indeed,"
33676,15:25,رَبَّكَ,"your Lord,"
33677,15:25,هُوَ,He
33678,15:25,يَحْشُرُهُمْ,will gather them.
33679,15:25,إِنَّهُ,"Indeed, He"
33680,15:25,حَكِيمٌ,"(is) All-Wise,"
33681,15:25,عَلِيمٌ,All-Knowing.
33682,15:26,وَلَقَدْ,"And verily,"
33683,15:26,خَلَقْنَا,We created
33684,15:26,الْإِنْسَانَ,humankind
33685,15:26,مِنْ,(out) of
33686,15:26,صَلْصَالٍ,sounding clay
33687,15:26,مِنْ,from
33688,15:26,حَمَإٍ,black mud
33689,15:26,مَسْنُونٍ,altered.
33690,15:27,وَالْجَانَّ,And the jinn
33691,15:27,خَلَقْنَاهُ,We created it
33692,15:27,مِنْ,before
33693,15:27,قَبْلُ,before
33694,15:27,مِنْ,from
33695,15:27,نَارِ,fire
33696,15:27,السَّمُومِ,scorching.
33697,15:28,وَإِذْ,And when
33698,15:28,قَالَ,your Lord said
33699,15:28,رَبُّكَ,your Lord said
33700,15:28,لِلْمَلَائِكَةِ,"to the Angels,"
33701,15:28,إِنِّي,"""Indeed, I"
33702,15:28,خَالِقٌ,(will) create
33703,15:28,بَشَرًا,a human being
33704,15:28,مِنْ,(out) of
33705,15:28,صَلْصَالٍ,clay
33706,15:28,مِنْ,from
33707,15:28,حَمَإٍ,black mud
33708,15:28,مَسْنُونٍ,altered.
33709,15:29,فَإِذَا,"So, when"
33710,15:29,سَوَّيْتُهُ,I have fashioned him
33711,15:29,وَنَفَخْتُ,and [I] breathed
33712,15:29,فِيهِ,into him
33713,15:29,مِنْ,of
33714,15:29,رُوحِي,"My spirit,"
33715,15:29,فَقَعُوا,then fall down
33716,15:29,لَهُ,to him
33717,15:29,سَاجِدِينَ,"prostrating."""
33718,15:30,فَسَجَدَ,So prostrated
33719,15:30,الْمَلَائِكَةُ,the Angels
33720,15:30,كُلُّهُمْ,all of them
33721,15:30,أَجْمَعُونَ,"together,"
33722,15:31,إِلَّا,Except
33723,15:31,إِبْلِيسَ,Iblis.
33724,15:31,أَبَى,He refused
33725,15:31,أَنْ,to
33726,15:31,يَكُونَ,be
33727,15:31,مَعَ,with
33728,15:31,السَّاجِدِينَ,those who prostrated.
33729,15:32,قَالَ,"He said,"
33730,15:32,يَاإِبْلِيسُ,"""O Iblis!"
33731,15:32,مَا,What
33732,15:32,لَكَ,(is) for you
33733,15:32,أَلَّا,that not
33734,15:32,تَكُونَ,you are
33735,15:32,مَعَ,with
33736,15:32,السَّاجِدِينَ,"those who prostrated?"""
33737,15:33,قَالَ,"He said,"
33738,15:33,لَمْ,"""I am not"
33739,15:33,أَكُنْ,"""I am not"
33740,15:33,لِأَسْجُدَ,(one) to prostrate
33741,15:33,لِبَشَرٍ,to a human
33742,15:33,خَلَقْتَهُ,"whom You created,"
33743,15:33,مِنْ,(out) of
33744,15:33,صَلْصَالٍ,clay
33745,15:33,مِنْ,from
33746,15:33,حَمَإٍ,black mud
33747,15:33,مَسْنُونٍ,"altered."""
33748,15:34,قَالَ,"He said,"
33749,15:34,فَاخْرُجْ,"""Then get out"
33750,15:34,مِنْهَا,"of it,"
33751,15:34,فَإِنَّكَ,"for indeed, you"
33752,15:34,رَجِيمٌ,(are) expelled.
33753,15:35,وَإِنَّ,"And indeed,"
33754,15:35,عَلَيْكَ,upon you
33755,15:35,اللَّعْنَةَ,(will be) the curse
33756,15:35,إِلَى,till
33757,15:35,يَوْمِ,(the) Day
33758,15:35,الدِّينِ,"(of) [the] Judgment."""
33759,15:36,قَالَ,"He said,"
33760,15:36,رَبِّ,"""O my Lord!"
33761,15:36,فَأَنْظِرْنِي,Then give me
33762,15:36,إِلَى,till
33763,15:36,يَوْمِ,(the) Day
33764,15:36,يُبْعَثُونَ,"they are raised."""
33765,15:37,قَالَ,"He said,"
33766,15:37,فَإِنَّكَ,"""Then indeed you,"
33767,15:37,مِنَ,(are) of
33768,15:37,الْمُنْظَرِينَ,the ones given respite.
33769,15:38,إِلَى,Till
33770,15:38,يَوْمِ,the Day
33771,15:38,الْوَقْتِ,(of) the time
33772,15:38,الْمَعْلُومِ,"well-known."""
33773,15:39,قَالَ,"He said,"
33774,15:39,رَبِّ,"""My Lord!"
33775,15:39,بِمَا,Because
33776,15:39,أَغْوَيْتَنِي,"You misled me,"
33777,15:39,لَأُزَيِّنَنَّ,"surely, I will make (evil) fair-seeming"
33778,15:39,لَهُمْ,to them
33779,15:39,فِي,in
33780,15:39,الْأَرْضِ,the earth
33781,15:39,وَلَأُغْوِيَنَّهُمْ,and I will mislead them
33782,15:39,أَجْمَعِينَ,all
33783,15:40,إِلَّا,"Except,"
33784,15:40,عِبَادَكَ,Your slaves
33785,15:40,مِنْهُمُ,among them
33786,15:40,الْمُخْلَصِينَ,"the ones who are sincere."""
33787,15:41,قَالَ,"He said,"
33788,15:41,هَذَا,"""This"
33789,15:41,صِرَاطٌ,(is) the way
33790,15:41,عَلَيَّ,to Me
33791,15:41,مُسْتَقِيمٌ,straight.
33792,15:42,إِنَّ,"Indeed,"
33793,15:42,عِبَادِي,"My slaves,"
33794,15:42,لَيْسَ,not
33795,15:42,لَكَ,you have
33796,15:42,عَلَيْهِمْ,over them
33797,15:42,سُلْطَانٌ,"any authority,"
33798,15:42,إِلَّا,except
33799,15:42,مَنِ,those who
33800,15:42,اتَّبَعَكَ,"follow you,"
33801,15:42,مِنَ,of
33802,15:42,الْغَاوِينَ,"the ones who go astray."""
33803,15:43,وَإِنَّ,"And indeed,"
33804,15:43,جَهَنَّمَ,Hell
33805,15:43,لَمَوْعِدُهُمْ,(is) surely the promised placer them
33806,15:43,أَجْمَعِينَ,all.
33807,15:44,لَهَا,For it
33808,15:44,سَبْعَةُ,(are) seven
33809,15:44,أَبْوَابٍ,"gates,"
33810,15:44,لِكُلِّ,for each
33811,15:44,بَابٍ,gate
33812,15:44,مِنْهُمْ,among them
33813,15:44,جُزْءٌ,(is) a portion
33814,15:44,مَقْسُومٌ,assigned.
33815,15:45,إِنَّ,"Indeed,"
33816,15:45,الْمُتَّقِينَ,the righteous
33817,15:45,فِي,(will be) in
33818,15:45,جَنَّاتٍ,Gardens
33819,15:45,وَعُيُونٍ,and water springs.
33820,15:46,ادْخُلُوهَا,"""Enter it"
33821,15:46,بِسَلَامٍ,"in peace,"
33822,15:46,ءَامِنِينَ,"secure."""
33823,15:47,وَنَزَعْنَا,And We (will) remove
33824,15:47,مَا,what
33825,15:47,فِي,(is) in
33826,15:47,صُدُورِهِمْ,their breasts
33827,15:47,مِنْ,of
33828,15:47,غِلٍّ,rancor
33829,15:47,إِخْوَانًا,(they will be) brothers
33830,15:47,عَلَى,on
33831,15:47,سُرُرٍ,thrones
33832,15:47,مُتَقَابِلِينَ,facing each other.
33833,15:48,لَا,Not
33834,15:48,يَمَسُّهُمْ,will touch them
33835,15:48,فِيهَا,therein
33836,15:48,نَصَبٌ,"fatigue,"
33837,15:48,وَمَا,and not
33838,15:48,هُمْ,they
33839,15:48,مِنْهَا,from it
33840,15:48,بِمُخْرَجِينَ,will be removed.
33841,15:49,نَبِّئْ,Inform
33842,15:49,عِبَادِي,My slaves
33843,15:49,أَنِّي,"that I,"
33844,15:49,أَنَا,I
33845,15:49,الْغَفُورُ,"the Oft-Forgiving,"
33846,15:49,الرَّحِيمُ,the Most Merciful.
33847,15:50,وَأَنَّ,And that
33848,15:50,عَذَابِي,"My punishment,"
33849,15:50,هُوَ,it
33850,15:50,الْعَذَابُ,(is) the punishment
33851,15:50,الْأَلِيمُ,the most painful.
33852,15:51,وَنَبِّئْهُمْ,And inform them
33853,15:51,عَنْ,about
33854,15:51,ضَيْفِ,(the) guests
33855,15:51,إِبْرَاهِيمَ,"(of) Ibrahim,"
33856,15:52,إِذْ,When
33857,15:52,دَخَلُوا,they entered
33858,15:52,عَلَيْهِ,upon him
33859,15:52,فَقَالُوا,"and said,"
33860,15:52,سَلَامًا,"""Peace."""
33861,15:52,قَالَ,"He said,"
33862,15:52,إِنَّا,"""Indeed, we"
33863,15:52,مِنْكُمْ,(are) of you
33864,15:52,وَجِلُونَ,"afraid."""
33865,15:53,قَالُوا,"They said,"
33866,15:53,لَا,"""(Do) not"
33867,15:53,تَوْجَلْ,"be afraid,"
33868,15:53,إِنَّا,"indeed, we"
33869,15:53,نُبَشِّرُكَ,[we] bring glad tidings to you
33870,15:53,بِغُلَامٍ,of a boy
33871,15:53,عَلِيمٍ,"learned."""
33872,15:54,قَالَ,"He said,"
33873,15:54,أَبَشَّرْتُمُونِي,"""Do you give me glad tidings"
33874,15:54,عَلَى,"""Do you give me glad tidings"
33875,15:54,أَنْ,although
33876,15:54,مَسَّنِيَ,has overtaken me
33877,15:54,الْكِبَرُ,old age?
33878,15:54,فَبِمَ,Then about what
33879,15:54,تُبَشِّرُونَ,"you give glad tidings?"""
33880,15:55,قَالُوا,"They said,"
33881,15:55,بَشَّرْنَاكَ,"""We give you glad"
33882,15:55,بِالْحَقِّ,"in truth,"
33883,15:55,فَلَا,so (do) not
33884,15:55,تَكُنْ,be
33885,15:55,مِنَ,of
33886,15:55,الْقَانِطِينَ,"the despairing."""
33887,15:56,قَالَ,"He said,"
33888,15:56,وَمَنْ,"""And who"
33889,15:56,يَقْنَطُ,despairs
33890,15:56,مِنْ,of
33891,15:56,رَحْمَةِ,(the) Mercy
33892,15:56,رَبِّهِ,(of) his Lord
33893,15:56,إِلَّا,except
33894,15:56,الضَّالُّونَ,those who are
33895,15:57,قَالَ,"He said,"
33896,15:57,فَمَا,"""Then what"
33897,15:57,خَطْبُكُمْ,"(is) your business,"
33898,15:57,أَيُّهَا,"O messengers?"""
33899,15:57,الْمُرْسَلُونَ,"O messengers?"""
33900,15:58,قَالُوا,"They said,"
33901,15:58,إِنَّا,"""Indeed, we"
33902,15:58,أُرْسِلْنَا,[we] have been sent
33903,15:58,إِلَى,to
33904,15:58,قَوْمٍ,a people -
33905,15:58,مُجْرِمِينَ,"criminals,"
33906,15:59,إِلَّا,Except
33907,15:59,ءَالَ,the family
33908,15:59,لُوطٍ,of Lut;
33909,15:59,إِنَّا,"indeed, we"
33910,15:59,لَمُنَجُّوهُمْ,surely will save them
33911,15:59,أَجْمَعِينَ,all
33912,15:60,إِلَّا,Except
33913,15:60,امْرَأَتَهُ,"his wife."""
33914,15:60,قَدَّرْنَا,We have decreed
33915,15:60,إِنَّهَا,that she
33916,15:60,لَمِنَ,(is) surely of
33917,15:60,الْغَابِرِينَ,those who remain behind.
33918,15:61,فَلَمَّا,And when
33919,15:61,جَاءَ,came
33920,15:61,ءَالَ,(to the) family
33921,15:61,لُوطٍ,(of) Lut
33922,15:61,الْمُرْسَلُونَ,"the messengers,"
33923,15:62,قَالَ,"He said,"
33924,15:62,إِنَّكُمْ,"""Indeed, you"
33925,15:62,قَوْمٌ,(are) a people
33926,15:62,مُنْكَرُونَ,"unknown."""
33927,15:63,قَالُوا,"They said,"
33928,15:63,بَلْ,"""Nay,"
33929,15:63,جِئْنَاكَ,we have come to
33930,15:63,بِمَا,with what
33931,15:63,كَانُوا,they were
33932,15:63,فِيهِ,in it
33933,15:63,يَمْتَرُونَ,"disputing,"
33934,15:64,وَأَتَيْنَاكَ,And we have come
33935,15:64,بِالْحَقِّ,"with the truth,"
33936,15:64,وَإِنَّا,"and indeed, we"
33937,15:64,لَصَادِقُونَ,surely (are) truthful.
33938,15:65,فَأَسْرِ,So travel
33939,15:65,بِأَهْلِكَ,with your family
33940,15:65,بِقِطْعٍ,in a portion
33941,15:65,مِنَ,of
33942,15:65,اللَّيْلِ,the night
33943,15:65,وَاتَّبِعْ,and follow
33944,15:65,أَدْبَارَهُمْ,"their backs,"
33945,15:65,وَلَا,and not
33946,15:65,يَلْتَفِتْ,let look back
33947,15:65,مِنْكُمْ,among you
33948,15:65,أَحَدٌ,"anyone,"
33949,15:65,وَامْضُوا,and go on
33950,15:65,حَيْثُ,where
33951,15:65,تُؤْمَرُونَ,"you are ordered."""
33952,15:66,وَقَضَيْنَا,And We conveyed
33953,15:66,إِلَيْهِ,to him
33954,15:66,ذَلِكَ,[that]
33955,15:66,الْأَمْرَ,the matter
33956,15:66,أَنَّ,that
33957,15:66,دَابِرَ,(the) root
33958,15:66,هَؤُلَاءِ,(of) these
33959,15:66,مَقْطُوعٌ,would be cut off
33960,15:66,مُصْبِحِينَ,(by) early morning.
33961,15:67,وَجَاءَ,And came
33962,15:67,أَهْلُ,(the) people
33963,15:67,الْمَدِينَةِ,"(of) the city,"
33964,15:67,يَسْتَبْشِرُونَ,rejoicing.
33965,15:68,قَالَ,"He said,"
33966,15:68,إِنَّ,"""Indeed,"
33967,15:68,هَؤُلَاءِ,these
33968,15:68,ضَيْفِي,"(are) my guests,"
33969,15:68,فَلَا,so (do) not
33970,15:68,تَفْضَحُونِ,shame me.
33971,15:69,وَاتَّقُوا,And fear
33972,15:69,اللَّهَ,"Allah,"
33973,15:69,وَلَا,and (do) not
33974,15:69,تُخْزُونِ,"disgrace me."""
33975,15:70,قَالُوا,"They said,"
33976,15:70,أَوَلَمْ,"""Did not"
33977,15:70,نَنْهَكَ,we forbid you
33978,15:70,عَنِ,from
33979,15:70,الْعَالَمِينَ,"the world?"""
33980,15:71,قَالَ,"He said,"
33981,15:71,هَؤُلَاءِ,"""These"
33982,15:71,بَنَاتِي,(are) my daughters
33983,15:71,إِنْ,if
33984,15:71,كُنْتُمْ,you would be
33985,15:71,فَاعِلِينَ,"doers."""
33986,15:72,لَعَمْرُكَ,By your life
33987,15:72,إِنَّهُمْ,"indeed, they"
33988,15:72,لَفِي,were in
33989,15:72,سَكْرَتِهِمْ,"their intoxication,"
33990,15:72,يَعْمَهُونَ,wandering blindly.
33991,15:73,فَأَخَذَتْهُمُ,"So, seized them"
33992,15:73,الصَّيْحَةُ,the awful cry
33993,15:73,مُشْرِقِينَ,at sunrise.
33994,15:74,فَجَعَلْنَا,And We made
33995,15:74,عَالِيَهَا,its highest (part)
33996,15:74,سَافِلَهَا,"its lowest,"
33997,15:74,وَأَمْطَرْنَا,and We rained
33998,15:74,عَلَيْهِمْ,upon them
33999,15:74,حِجَارَةً,stones
34000,15:74,مِنْ,of
34001,15:74,سِجِّيلٍ,baked clay.
34002,15:75,إِنَّ,"Indeed,"
34003,15:75,فِي,in
34004,15:75,ذَلِكَ,that
34005,15:75,لَءَايَاتٍ,(are) the Signs
34006,15:75,لِلْمُتَوَسِّمِينَ,for those who discern.
34007,15:76,وَإِنَّهَا,"And indeed, it"
34008,15:76,لَبِسَبِيلٍ,(is) on a road
34009,15:76,مُقِيمٍ,established.
34010,15:77,إِنَّ,"Indeed,"
34011,15:77,فِي,in
34012,15:77,ذَلِكَ,that
34013,15:77,لَءَايَةً,surely (is) a Sign
34014,15:77,لِلْمُؤْمِنِينَ,for the believers.
34015,15:78,وَإِنْ,And were
34016,15:78,كَانَ,And were
34017,15:78,أَصْحَابُ,(the) companions
34018,15:78,الْأَيْكَةِ,(of) the wood
34019,15:78,لَظَالِمِينَ,surely wrongdoers.
34020,15:79,فَانْتَقَمْنَا,So We took retribution
34021,15:79,مِنْهُمْ,"from them,"
34022,15:79,وَإِنَّهُمَا,"and indeed, they both"
34023,15:79,لَبِإِمَامٍ,(were) on a highway
34024,15:79,مُبِينٍ,clear.
34025,15:80,وَلَقَدْ,And certainly
34026,15:80,كَذَّبَ,denied
34027,15:80,أَصْحَابُ,(the) companions
34028,15:80,الْحِجْرِ,"(of) the Rocky Tract,"
34029,15:80,الْمُرْسَلِينَ,the Messengers.
34030,15:81,وَءَاتَيْنَاهُمْ,And We gave them
34031,15:81,ءَايَاتِنَا,"Our Signs,"
34032,15:81,فَكَانُوا,but they were
34033,15:81,عَنْهَا,from them
34034,15:81,مُعْرِضِينَ,turning away.
34035,15:82,وَكَانُوا,And they used (to)
34036,15:82,يَنْحِتُونَ,carve
34037,15:82,مِنَ,from
34038,15:82,الْجِبَالِ,"the mountains,"
34039,15:82,بُيُوتًا,"houses,"
34040,15:82,ءَامِنِينَ,secure.
34041,15:83,فَأَخَذَتْهُمُ,But seized them
34042,15:83,الصَّيْحَةُ,the awful cry
34043,15:83,مُصْبِحِينَ,"(at) early morning,"
34044,15:84,فَمَا,And not
34045,15:84,أَغْنَى,availed
34046,15:84,عَنْهُمْ,them
34047,15:84,مَا,what
34048,15:84,كَانُوا,they used (to)
34049,15:84,يَكْسِبُونَ,earn.
34050,15:85,وَمَا,And not
34051,15:85,خَلَقْنَا,We created
34052,15:85,السَّمَاوَاتِ,the heavens
34053,15:85,وَالْأَرْضَ,and the earth
34054,15:85,وَمَا,and whatever
34055,15:85,بَيْنَهُمَا,(is) between them
34056,15:85,إِلَّا,except
34057,15:85,بِالْحَقِّ,in truth.
34058,15:85,وَإِنَّ,"And indeed,"
34059,15:85,السَّاعَةَ,the Hour
34060,15:85,لَءَاتِيَةٌ,(is) surely coming.
34061,15:85,فَاصْفَحِ,So overlook
34062,15:85,الصَّفْحَ,(with) forgiveness
34063,15:85,الْجَمِيلَ,gracious.
34064,15:86,إِنَّ,"Indeed,"
34065,15:86,رَبَّكَ,"your Lord,"
34066,15:86,هُوَ,He
34067,15:86,الْخَلَّاقُ,(is) the Creator
34068,15:86,الْعَلِيمُ,the All-Knower.
34069,15:87,وَلَقَدْ,"And certainly,"
34070,15:87,ءَاتَيْنَاكَ,We have given you
34071,15:87,سَبْعًا,seven
34072,15:87,مِنَ,of
34073,15:87,الْمَثَانِي,the oft-repeated
34074,15:87,وَالْقُرْءَانَ,and the Quran
34075,15:87,الْعَظِيمَ,Great.
34076,15:88,لَا,(Do) not
34077,15:88,تَمُدَّنَّ,extend
34078,15:88,عَيْنَيْكَ,your eyes
34079,15:88,إِلَى,towards
34080,15:88,مَا,what
34081,15:88,مَتَّعْنَا,We have bestowed
34082,15:88,بِهِ,with it
34083,15:88,أَزْوَاجًا,(to) categories
34084,15:88,مِنْهُمْ,of them
34085,15:88,وَلَا,and (do) not
34086,15:88,تَحْزَنْ,grieve
34087,15:88,عَلَيْهِمْ,over them.
34088,15:88,وَاخْفِضْ,And lower
34089,15:88,جَنَاحَكَ,your wing
34090,15:88,لِلْمُؤْمِنِينَ,to the believers.
34091,15:89,وَقُلْ,"And say,"
34092,15:89,إِنِّي,"""Indeed, I"
34093,15:89,أَنَا,[I] am
34094,15:89,النَّذِيرُ,a warner
34095,15:89,الْمُبِينُ,"clear."""
34096,15:90,كَمَا,As
34097,15:90,أَنْزَلْنَا,We sent down
34098,15:90,عَلَى,on
34099,15:90,الْمُقْتَسِمِينَ,those who divided.
34100,15:91,الَّذِينَ,Those who
34101,15:91,جَعَلُوا,have made
34102,15:91,الْقُرْءَانَ,the Quran
34103,15:91,عِضِينَ,(in) parts.
34104,15:92,فَوَرَبِّكَ,"So by your Lord,"
34105,15:92,لَنَسْءَلَنَّهُمْ,surely We will question them
34106,15:92,أَجْمَعِينَ,all
34107,15:93,عَمَّا,About what
34108,15:93,كَانُوا,they used (to)
34109,15:93,يَعْمَلُونَ,do.
34110,15:94,فَاصْدَعْ,So proclaim
34111,15:94,بِمَا,of what
34112,15:94,تُؤْمَرُ,you are ordered
34113,15:94,وَأَعْرِضْ,and turn away
34114,15:94,عَنِ,from
34115,15:94,الْمُشْرِكِينَ,the polytheists.
34116,15:95,إِنَّا,"Indeed, We"
34117,15:95,كَفَيْنَاكَ,[We] are sufficient for you
34118,15:95,الْمُسْتَهْزِءِينَ,(against) the mockers
34119,15:96,الَّذِينَ,Those who
34120,15:96,يَجْعَلُونَ,set up
34121,15:96,مَعَ,with
34122,15:96,اللَّهِ,Allah
34123,15:96,إِلَهًا,god
34124,15:96,ءَاخَرَ,another.
34125,15:96,فَسَوْفَ,But soon
34126,15:96,يَعْلَمُونَ,they will come to know.
34127,15:97,وَلَقَدْ,"And verily,"
